gene_id,mean_d1,mean_d2,delta_mean_d1_minus_d2,detected_frac_d1,detected_frac_d2,delta_detected_frac_d1_minus_d2,u_statistic,p_value,q_value_bh,abs_delta_mean
ENSG00000173821,7.760904684975772,366.40504201680847,-358.64413733183267,0.11631663974151876,0.8264105642256548,-0.7100939244841361,611604.0,0.0,0.0,358.64413733183267
ENSG00000104408,1.0678513731825527,358.6938775510207,-357.6260261778381,0.02100161550888531,0.6765906362544768,-0.6555890207455914,861347.5,0.0,0.0,357.6260261778381
ENSG00000143119,3.645395799676898,360.62472989195777,-356.97933409228085,0.035541195476575124,0.7039615846338266,-0.6684203891572515,814073.5,0.0,0.0,356.97933409228085
ENSG00000185201,2.132471728594508,356.6276110444195,-354.495139315825,0.030694668820678533,0.7594237695077724,-0.7287291006870938,670308.0,0.0,0.0,354.495139315825
ENSG00000108107,4.357835218093697,356.7596638655484,-352.40182864745475,0.09693053311793223,0.9435774309723454,-0.8466468978544132,255639.5,0.0,0.0,352.40182864745475
ENSG00000015479,3.6744749596122777,353.96038415366127,-350.285909194049,0.04119547657512115,0.7618247298919258,-0.7206292533168047,663898.0,0.0,0.0,350.285909194049
ENSG00000167978,7.869951534733442,357.4026410564244,-349.53268952169094,0.10016155088852999,0.8669867947178489,-0.7668252438293189,488956.5,0.0,0.0,349.53268952169094
ENSG00000141027,3.7407108239095312,352.2441776710703,-348.5034668471608,0.054119547657512056,0.8168067226890409,-0.7626871750315288,544190.0,0.0,0.0,348.5034668471608
ENSG00000244754,1.6688206785137318,349.0967587034824,-347.4279380249687,0.04846526655896603,0.7711884753901245,-0.7227232088311585,647510.0,0.0,0.0,347.4279380249687
ENSG00000187514,2.8077544426494354,343.67322929171837,-340.86547484906896,0.09935379644588055,0.9421368547418533,-0.8427830582959728,245727.0,0.0,0.0,340.86547484906896
ENSG00000071082,5.353796445880452,342.37743097239024,-337.0236345265098,0.11308562197092101,0.893877551020368,-0.780791929049447,434164.5,0.0,0.0,337.0236345265098
ENSG00000108848,3.6583198707592897,339.6885954381762,-336.03027556741694,0.06462035541195468,0.8076830732292576,-0.7430627178173029,578795.5,0.0,0.0,336.03027556741694
ENSG00000107581,3.861873990306945,337.1671068427384,-333.30523285243146,0.03715670436187399,0.718607442977163,-0.6814507386152889,776480.0,0.0,0.0,333.30523285243146
ENSG00000129351,2.241518578352181,334.7051620648266,-332.46364348647444,0.04684975767366717,0.739975990396129,-0.6931262327224619,738529.5,0.0,0.0,332.46364348647444
ENSG00000145741,2.344103392568659,328.18223289315875,-325.83812950059007,0.025848142164781922,0.7195678271308243,-0.6937196849660424,764675.0,0.0,0.0,325.83812950059007
ENSG00000152601,1.3691437802907924,326.80384153661646,-325.43469775632565,0.058158319870759215,0.8871548619447382,-0.828996542073979,346152.0,0.0,0.0,325.43469775632565
ENSG00000127914,7.3416801292407134,331.7968787515022,-324.4551986222615,0.06623586429725356,0.7469387755101742,-0.6807029112129206,757288.0,0.0,0.0,324.4551986222615
ENSG00000196924,1.5767366720516969,323.876350540216,-322.2996138681643,0.06058158319870751,0.7519807923168965,-0.691399209118189,711696.5,0.0,0.0,322.2996138681643
ENSG00000092010,2.7302100161550884,323.76302521008563,-321.03281519393056,0.040387722132471715,0.7776710684273389,-0.7372833462948671,634493.5,0.0,0.0,321.03281519393056
ENSG00000114857,2.504846526655897,323.48571428571466,-320.98086775905875,0.06542810985460412,0.768787515005971,-0.7033594051513669,683849.0,0.0,0.0,320.98086775905875
ENSG00000144713,11.361873990306943,330.41224489796207,-319.0503709076551,0.10096930533117943,0.9200480192076411,-0.8190787138764617,352178.0,0.0,0.0,319.0503709076551
ENSG00000183283,0.5113085621970921,317.82641056422636,-317.3151020020293,0.026655896607431357,0.7212484993997318,-0.6945926027923004,749952.5,0.0,0.0,317.3151020020293
ENSG00000124831,3.458804523424877,320.14501800720467,-316.6862134837798,0.0815831987075929,0.8641056422568647,-0.7825224435492718,450179.0,0.0,0.0,316.6862134837798
ENSG00000170776,7.936187399030694,321.76014405762385,-313.82395665859315,0.08885298869143785,0.8014405762304585,-0.7125875875390206,652634.5,0.0,0.0,313.82395665859315
ENSG00000100345,1.2399030694668822,313.3519807923184,-312.1120777228515,0.044426494345718874,0.8256902761104088,-0.7812637817646899,494785.0,0.0,0.0,312.1120777228515
ENSG00000189403,1.163974151857836,310.8328931572644,-309.66891900540656,0.04604200323101774,0.8496998799519437,-0.803657876720926,437501.5,0.0,0.0,309.66891900540656
